"ID";"global_id";"Name";"AdmArea";"District";"ParkName";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Longitude_WGS84";"Latitude_WGS84";"geodata_center";"geoarea";
"242";"46808941";"Точка доступа №242";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.667358";"55.794817";"";"";
"243";"46808942";"Точка доступа №243";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.665965";"55.793056";"";"";
"244";"46808943";"Точка доступа №244";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.66589";"55.792933";"";"";
"245";"46808945";"Точка доступа №245";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.666421";"55.793878";"";"";
"246";"46808946";"Точка доступа №246";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.666428";"55.793885";"";"";
"247";"46808948";"Точка доступа №247";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.665575";"55.792402";"";"";
"248";"46808949";"Точка доступа №248";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.665002";"55.79172";"";"";
"249";"46808950";"Точка доступа №249";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.665726";"55.79268";"";"";
"250";"46808952";"Точка доступа №250";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.665526";"55.792347";"";"";
"251";"46808953";"Точка доступа №251";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.665756";"55.795005";"";"";
"252";"46808954";"Точка доступа №252";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.665016";"55.795073";"";"";
"253";"46808956";"Точка доступа №253";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.665525";"55.79527";"";"";
"254";"46808957";"Точка доступа №254";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.666313";"55.794932";"";"";
"255";"46808958";"Точка доступа №255";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.666477";"55.795222";"";"";
"256";"46808960";"Точка доступа №256";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.66347";"55.795253";"";"";
"257";"46808961";"Точка доступа №257";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.662944";"55.795117";"";"";
"258";"46808962";"Точка доступа №258";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.663048";"55.795382";"";"";
"259";"46808964";"Точка доступа №259";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.6641";"55.795317";"";"";
"260";"46808965";"Точка доступа №260";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.664493";"55.795118";"";"";
"261";"46808966";"Точка доступа №261";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.6639";"55.794201";"";"";
"262";"46808968";"Точка доступа №262";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.664124";"55.794681";"";"";
"263";"46808969";"Точка доступа №263";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.664703";"55.794566";"";"";
"264";"46808970";"Точка доступа №264";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.664849";"55.793844";"";"";
"265";"46808972";"Точка доступа №265";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.673061";"55.799374";"";"";
"266";"46808973";"Точка доступа №266";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.672012";"55.799148";"";"";
"267";"46808974";"Точка доступа №267";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.673051";"55.799152";"";"";
"268";"46808976";"Точка доступа №268";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.676007";"55.799904";"";"";
"269";"46808977";"Точка доступа №269";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.675951";"55.79927";"";"";
"270";"46808978";"Точка доступа №270";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.676694";"55.800078";"";"";
"271";"46808980";"Точка доступа №271";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.676137";"55.80026";"";"";
"272";"46808981";"Точка доступа №272";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.675108";"55.799866";"";"";
"273";"46808983";"Точка доступа №273";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.678668";"55.80016";"";"";
"274";"46808984";"Точка доступа №274";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.677929";"55.800175";"";"";
"275";"46808985";"Точка доступа №275";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.679662";"55.800143";"";"";
"344";"46809061";"Точка доступа №344";"Восточный административный округ";"район Перово";"ГАУК города Москвы «Перовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.775150";"55.738804";"";"";
"345";"46809066";"Точка доступа №345";"Восточный административный округ";"район Перово";"ГАУК города Москвы «Перовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.772905";"55.739583";"";"";
"346";"46809071";"Точка доступа №346";"Восточный административный округ";"район Перово";"ГАУК города Москвы «Перовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.774286";"55.739403";"";"";
"347";"46809074";"Точка доступа №347";"Восточный административный округ";"район Перово";"ГАУК города Москвы «Перовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.775957";"55.739619";"";"";
"348";"46809079";"Точка доступа №348";"Восточный административный округ";"район Перово";"ГАУК города Москвы «Перовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.772086";"55.740557";"";"";
"349";"46809083";"Точка доступа №349";"Восточный административный округ";"район Перово";"ГАУК города Москвы «Перовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.773172";"55.740498";"";"";
"350";"46809087";"Точка доступа №350";"Восточный административный округ";"район Перово";"ГАУК города Москвы «Перовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.775185";"55.740297";"";"";
"351";"46809093";"Точка доступа №351";"Восточный административный округ";"район Перово";"ГАУК города Москвы «Перовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.775575";"55.740998";"";"";
"352";"46809096";"Точка доступа №352";"Восточный административный округ";"район Перово";"ГАУК города Москвы «Перовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.775927";"55.741269";"";"";
"353";"46809102";"Точка доступа №353";"Восточный административный округ";"район Перово";"ГАУК города Москвы «Перовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.776116";"55.741655";"";"";
"354";"46809106";"Точка доступа №354";"Восточный административный округ";"район Перово";"ГАУК города Москвы «Перовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.777030";"55.741631";"";"";
"355";"46809110";"Точка доступа №355";"Восточный административный округ";"район Перово";"ГАУК города Москвы «Перовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.776637";"55.742028";"";"";
"356";"46809115";"Точка доступа №356";"Восточный административный округ";"район Перово";"ГАУК города Москвы «Перовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.776930";"55.742713";"";"";
"1";"46812528";"Точка доступа №1";"Центральный административный округ";"Басманный район";"ГАУК города Москвы «Сад культуры и отдыха имени Н.Э.Баумана»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.660678";"55.766413";"";"";
"2";"46812530";"Точка доступа №2";"Центральный административный округ";"Басманный район";"ГАУК города Москвы «Сад культуры и отдыха имени Н.Э.Баумана»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.660699";"55.766811";"";"";
"3";"46812531";"Точка доступа №3";"Центральный административный округ";"Басманный район";"ГАУК города Москвы «Сад культуры и отдыха имени Н.Э.Баумана»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.660101";"55.767398";"";"";
"4";"46812533";"Точка доступа №4";"Центральный административный округ";"Басманный район";"ГАУК города Москвы «Сад культуры и отдыха имени Н.Э.Баумана»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.659642";"55.767513";"";"";
"5";"46812534";"Точка доступа №5";"Центральный административный округ";"Басманный район";"ГАУК города Москвы «Сад культуры и отдыха имени Н.Э.Баумана»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.660257";"55.768231";"";"";
"6";"46812536";"Точка доступа №6";"Центральный административный округ";"Басманный район";"ГАУК города Москвы «Сад культуры и отдыха имени Н.Э.Баумана»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.659377";"55.768302";"";"";
"7";"46812537";"Точка доступа №7";"Центральный административный округ";"Басманный район";"ГАУК города Москвы «Сад культуры и отдыха имени Н.Э.Баумана»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.658706";"55.768227";"";"";
"8";"46812539";"Точка доступа №8";"Центральный административный округ";"Басманный район";"ГАУК города Москвы «Сад культуры и отдыха имени Н.Э.Баумана»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.658722";"55.767814";"";"";
"9";"46812541";"Точка доступа №9";"Центральный административный округ";"Басманный район";"ГАУК города Москвы «Сад культуры и отдыха имени Н.Э.Баумана»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.659186";"55.766444";"";"";
"10";"46812542";"Точка доступа №10";"Центральный административный округ";"Басманный район";"ГАУК города Москвы «Сад культуры и отдыха имени Н.Э.Баумана»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.659061";"55.766178";"";"";
"11";"46812543";"Точка доступа №11";"Центральный административный округ";"Басманный район";"ГАУК города Москвы «Сад культуры и отдыха имени Н.Э.Баумана»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.659952";"55.765818";"";"";
"168";"46812726";"Точка доступа №168";"Северо-Западный административный округ";"район Северное Тушино";"ГАУК города Москвы «Музейно-парковый комплекс «Северное Тушино», парк «Северное Тушино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.455442";"55.856661";"";"";
"169";"46812727";"Точка доступа №169";"Северо-Западный административный округ";"район Северное Тушино";"ГАУК города Москвы «Музейно-парковый комплекс «Северное Тушино», парк «Северное Тушино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.453961";"55.857252";"";"";
"170";"46812729";"Точка доступа №170";"Северо-Западный административный округ";"район Северное Тушино";"ГАУК города Москвы «Музейно-парковый комплекс «Северное Тушино», парк «Северное Тушино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.451109";"55.857047";"";"";
"171";"46812730";"Точка доступа №171";"Северо-Западный административный округ";"район Северное Тушино";"ГАУК города Москвы «Музейно-парковый комплекс «Северное Тушино», парк «Северное Тушино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.451236";"55.855659";"";"";
"172";"46812733";"Точка доступа №172";"Северо-Западный административный округ";"район Северное Тушино";"ГАУК города Москвы «Музейно-парковый комплекс «Северное Тушино», парк «Северное Тушино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.453";"55.856226";"";"";
"173";"46812734";"Точка доступа №173";"Северо-Западный административный округ";"район Северное Тушино";"ГАУК города Москвы «Музейно-парковый комплекс «Северное Тушино», парк «Северное Тушино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.45418";"55.856202";"";"";
"174";"46812735";"Точка доступа №174";"Северо-Западный административный округ";"район Северное Тушино";"ГАУК города Москвы «Музейно-парковый комплекс «Северное Тушино», парк «Северное Тушино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.454995";"55.856298";"";"";
"227";"46812814";"Точка доступа №227";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.671317";"55.795337";"";"";
"228";"46812815";"Точка доступа №228";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.671829";"55.795292";"";"";
"229";"46812817";"Точка доступа №229";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.669857";"55.795548";"";"";
"230";"46812818";"Точка доступа №230";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.671806";"55.795295";"";"";
"231";"46812819";"Точка доступа №231";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.668958";"55.795717";"";"";
"232";"46812821";"Точка доступа №232";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.669759";"55.795591";"";"";
"233";"46812822";"Точка доступа №233";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.668289";"55.795811";"";"";
"234";"46812824";"Точка доступа №234";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.6669";"55.794672";"";"";
"235";"46812825";"Точка доступа №235";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.666562";"55.794138";"";"";
"236";"46812826";"Точка доступа №236";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.666772";"55.794428";"";"";
"237";"46812828";"Точка доступа №237";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.667136";"55.795046";"";"";
"238";"46812829";"Точка доступа №238";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.66731";"55.795301";"";"";
"239";"46812831";"Точка доступа №239";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.66783";"55.794826";"";"";
"55";"46813309";"Точка доступа №55";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.576845";"55.765212";"";"";
"56";"46813310";"Точка доступа №56";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.579937";"55.763266";"";"";
"57";"46813313";"Точка доступа №57";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.582518";"55.764141";"";"";
"58";"46813314";"Точка доступа №58";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.583819";"55.763169";"";"";
"59";"46813316";"Точка доступа №59";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.576786";"55.764344";"";"";
"60";"46813317";"Точка доступа №60";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.574876";"55.764949";"";"";
"61";"46813319";"Точка доступа №61";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.575359";"55.765052";"";"";
"62";"46813320";"Точка доступа №62";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.581845";"55.760891";"";"";
"63";"46813322";"Точка доступа №63";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.582206";"55.761021";"";"";
"64";"46813323";"Точка доступа №64";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.567096";"55.900235";"";"";
"65";"46813324";"Точка доступа №65";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.567294";"55.900464";"";"";
"66";"46813326";"Точка доступа №66";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.570494";"55.900448";"";"";
"67";"46813327";"Точка доступа №67";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.570186";"55.900666";"";"";
"68";"46813329";"Точка доступа №68";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.571102";"55.901004";"";"";
"69";"46813330";"Точка доступа №69";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.570886";"55.900283";"";"";
"70";"46813332";"Точка доступа №70";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.57074";"55.900631";"";"";
"71";"46813333";"Точка доступа №71";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.570958";"55.900578";"";"";
"72";"46813335";"Точка доступа №72";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.571381";"55.901921";"";"";
"73";"46813336";"Точка доступа №73";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.571971";"55.901679";"";"";
"74";"46813337";"Точка доступа №74";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.57236";"55.901211";"";"";
"75";"46813339";"Точка доступа №75";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.570974";"55.901568";"";"";
"76";"46813340";"Точка доступа №76";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.572493";"55.90191";"";"";
"77";"46813342";"Точка доступа №77";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.570201";"55.901438";"";"";
"78";"46813343";"Точка доступа №78";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.56986";"55.901366";"";"";
"79";"46813345";"Точка доступа №79";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.569162";"55.901359";"";"";
"80";"46813346";"Точка доступа №80";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.568645";"55.901282";"";"";
"81";"46813347";"Точка доступа №81";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.570752";"55.901495";"";"";
"82";"46813349";"Точка доступа №82";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.570973";"55.901567";"";"";
"83";"46813350";"Точка доступа №83";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.568152";"55.900509";"";"";
"84";"46813352";"Точка доступа №84";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.568515";"55.900667";"";"";
